raw_text,clean_text
"even without your name or other identifiers, your genetic information is unique to you.",even without your name or other identifiers your genetic information is unique to you
consent,consent
"(or for studies involving children – i have read this consent form and agree for my child to be in this study, with the understanding that i may withdraw my child at any time.",or for studies involving children i have read this consent form and agree for my child to be in this study with the understanding that i may withdraw my child at any time
"[describe any plans for the information collected, including general information about data storage and sharing of information outside of the study team including funding agencies or sponsors.]  ",describe any plans for the information collected including general information about data storage and sharing of information outside of the study team including funding agencies or sponsors
"it has been explained to me that sometimes and anesthesia technique which involves the use of local anesthetics, with or without sedation, may not succeed completely and therefore another technique may have to be used including general anesthesia.",it has been explained to me that sometimes and anesthesia technique which involves the use of local anesthetics with or without sedation may not succeed completely and therefore another technique may have to be used including general anesthesia
"submit this completed form (with original pi's signature) to the irb office (box 817 or 15 kneeland st, 1st floor)  ",submit this completed form with original pi s signature to the irb office box or kneeland st st floor
"as a result of your participation in this study, you are at risk for the following side effects.",as a result of your participation in this study you are at risk for the following side effects
"the group discussion will start with me, or the focus group guide or moderator (use the local word for group discussion leader), making sure that you are comfortable.",the group discussion will start with me or the focus group guide or moderator use the local word for group discussion leader making sure that you are comfortable
"1. purpose  to ensure that in clinical practice, the individual is truly and exhaustively informed of the diagnosis, the prognosis, and the treatment proposed and its possible consequences, so that s/he may make manifest his/her consent for the treatments.",purpose to ensure that in clinical practice the individual is truly and exhaustively informed of the diagnosis the prognosis and the treatment proposed and its possible consequences so that s he may make manifest his her consent for the treatments
"after the study, you might be asked to complete a survey about your child's experience as a research participant.",after the study you might be asked to complete a survey about your child s experience as a research participant
"the university of pennsylvania health system routinely suspends a11resuscitative aspects of living wills and do not attempt resuscitation orders during the pre-procedure, procedural and post—procedural period, unless you specifically tell us otherwise.",the university of pennsylvania health system routinely suspends a resuscitative aspects of living wills and do not attempt resuscitation orders during the pre procedure procedural and post procedural period unless you specifically tell us otherwise
otherwise delete].,otherwise delete
"- i have read, or have had read to me the vaccination information sheet (vis) regarding the vaccine(s).",i have read or have had read to me the vaccination information sheet vis regarding the vaccine s
you can ask the study doctor questions about side effects at any time.  ,you can ask the study doctor questions about side effects at any time
"do you take cortisone, prednisone, other steroids, or anticancer drugs, or have you had x-ray treatments?",do you take cortisone prednisone other steroids or anticancer drugs or have you had x ray treatments
"i consent to the hospital's disposal of the umbilical cord and placenta, as it sees ﬁt.  ",i consent to the hospital s disposal of the umbilical cord and placenta as it sees t
costs to participants costs related to the device should be explained.  ,costs to participants costs related to the device should be explained
(insert one of the following if applicable)  ,insert one of the following if applicable
can i be removed from the research without my permission?,can i be removed from the research without my permission
(please initial) transfusion is not applicable to my operation  right  left 8  7  exceptions (to be completed by provider only):  9  13 14  2  15 16  1 right  _,please initial transfusion is not applicable to my operation right left exceptions to be completed by provider only right
(example: your participation in this research is entirely voluntary.,example your participation in this research is entirely voluntary
"any tissue, parts, or substances removed during the procedure may be retained or disposed of in accordance with customary scientific, educational and clinical practice.  ",any tissue parts or substances removed during the procedure may be retained or disposed of in accordance with customary scientific educational and clinical practice
developing a simplified consent form for biobanking.,developing a simplified consent form for biobanking
this should be discussed with your healthcare provider.,this should be discussed with your healthcare provider
"[for single blinded research add] you will not be told which treatment you are getting, however the people conducting the research will know.",for single blinded research add you will not be told which treatment you are getting however the people conducting the research will know
"if applicable, include supportive care as an option.]",if applicable include supportive care as an option
"this drug is used to perform a (insert type of scan, e.g., pet) scan.",this drug is used to perform a insert type of scan e g pet scan
yy given and pin/mcrn                                   ,yy given and pin mcrn
"there are currently no laws that prohibit life insurance, long-term care, or disability insurance companies from discriminating based on genetic information.",there are currently no laws that prohibit life insurance long term care or disability insurance companies from discriminating based on genetic information
"[optional/if applicable] if you agree to allow your name or other identifying information to be included in all final reports, publications, and/or presentations resulting from this research, please sign and date below.  ",optional if applicable if you agree to allow your name or other identifying information to be included in all final reports publications and or presentations resulting from this research please sign and date below
"5. extremely specific possible side effects which are not perceived by the study participant, such as minor changes in lab values, should not be included in the consent form.",extremely specific possible side effects which are not perceived by the study participant such as minor changes in lab values should not be included in the consent form
"both the (insert description of first research intervention, e.g., higher radiation dose) and (insert description of second research intervention, e.g., cetuximab) have already been tested for safety; however, they are not part of the usual approach.  ",both the insert description of first research intervention e g higher radiation dose and insert description of second research intervention e g cetuximab have already been tested for safety however they are not part of the usual approach
"if the research involves questions or discussion which may be sensitive or potentially cause embarrassment, inform the participant of this.   ",if the research involves questions or discussion which may be sensitive or potentially cause embarrassment inform the participant of this
conscious sedation is a controlled state of extreme relaxation often resulting in little memory of the procedure.,conscious sedation is a controlled state of extreme relaxation often resulting in little memory of the procedure
(note to consent form authors and investigators: insert a description of any compensation for participation or reimbursement for expenses.)  ,note to consent form authors and investigators insert a description of any compensation for participation or reimbursement for expenses
date  signature of the parents  signature of patient/guardian  signature of the interpreter  freedom of choice for a better health service  ,date signature of the parents signature of patient guardian signature of the interpreter freedom of choice for a better health service
i understand these risks and i consent to the use of any anesthetic or sedation analgesia that my doctors or the anesthetists believe is necessary.,i understand these risks and i consent to the use of any anesthetic or sedation analgesia that my doctors or the anesthetists believe is necessary
my doctors have explained the alternatives to the recommended procedures and their risks.,my doctors have explained the alternatives to the recommended procedures and their risks
(example: malaria is making many people sick in your community.,example malaria is making many people sick in your community
"* the institutional review board, irb, is a group of people who review the research with the goal of protecting the people who take part in the study.",the institutional review board irb is a group of people who review the research with the goal of protecting the people who take part in the study
"use the following text for all studies requiring extra exams, tests, and/or procedures: most of the exams, tests, and procedures you will have are part of the usual approach for your cancer.",use the following text for all studies requiring extra exams tests and or procedures most of the exams tests and procedures you will have are part of the usual approach for your cancer
not part of permanent record.,not part of permanent record
"i have been given the opportunity to ask questions regarding the benefit, risks, and alternatives of the procedure and have received satisfactory answers to all my questions.",i have been given the opportunity to ask questions regarding the benefit risks and alternatives of the procedure and have received satisfactory answers to all my questions
you will be asked to fill out this form at (insert number),you will be asked to fill out this form at insert number
this section is about optional studies you can choose to take part in notes to consent form authors: 1.,this section is about optional studies you can choose to take part in notes to consent form authors
are there any costs for participating in this research?  ,are there any costs for participating in this research
"general anesthesia • expected result: total unconscious state, possible placement of a tube into the windpipe • technique: drug injected into the bloodstream, breathed into the lungs, or administered by other routes.",general anesthesia expected result total unconscious state possible placement of a tube into the windpipe technique drug injected into the bloodstream breathed into the lungs or administered by other routes
"c. to make title concise, list the usual approach generically; e.g., chemotherapy, radiation therapy, surgery; rather than providing specific names, e.g., docetaxel, imrt, laparoscopy.",c to make title concise list the usual approach generically e g chemotherapy radiation therapy surgery rather than providing specific names e g docetaxel imrt laparoscopy
taking part in this research study may lead to added costs to you.,taking part in this research study may lead to added costs to you
"it has not been tested in (insert type of cancer, e.g., rectal) cancer, but has shrunk several types of tumors in animals.",it has not been tested in insert type of cancer e g rectal cancer but has shrunk several types of tumors in animals
"as with all research, there is a chance that confidentiality could be compromised; however, we are taking precautions to minimize this risk.        ",as with all research there is a chance that confidentiality could be compromised however we are taking precautions to minimize this risk
this is called randomization.,this is called randomization
example: you will not be provided any incentive to take part in the research.,example you will not be provided any incentive to take part in the research
4. insert the number of people taking part in the study.,insert the number of people taking part in the study
it is not completely satisfactory.,it is not completely satisfactory
"the current paradigm for genetic diagnosis rests on pcr and microarray-based  detection of specific mutations of known significance and/or sanger sequencing that  allows detection of previously described, as well as novel mutations, in genes that have  been well established to play a role in a specific disease.  ",the current paradigm for genetic diagnosis rests on pcr and microarray based detection of specific mutations of known significance and or sanger sequencing that allows detection of previously described as well as novel mutations in genes that have been well established to play a role in a specific disease
the tape will be kept [explain how the tape will be stored].,the tape will be kept explain how the tape will be stored
"if a study uses a drug for which ctep has not built a table of possible side effects, the same url can be accessed for the tools and instructions to custom-build a table.",if a study uses a drug for which ctep has not built a table of possible side effects the same url can be accessed for the tools and instructions to custom build a table
e. you will need to have someone who can stay with you the first twenty-four (24) hours after your procedure.,e you will need to have someone who can stay with you the first twenty four hours after your procedure
> in your child’s case because they have <<name of disease or injury>,in your child s case because they have name of disease or injury
"if there is none, alter the initial sentence to indicate that.)  ",if there is none alter the initial sentence to indicate that
"if the test is positive for a genetic cause of  your clinical condition, you may wish to consult your physician or have further genetic counseling or undergo further  independent testing.  ",if the test is positive for a genetic cause of your clinical condition you may wish to consult your physician or have further genetic counseling or undergo further independent testing
exons are the most important regions of the gene that  provide the instructions for the body to make proteins and chemicals that allow it to function properly.  ,exons are the most important regions of the gene that provide the instructions for the body to make proteins and chemicals that allow it to function properly
marketed or available interventions (including scans) that are being used for a new indication should be treated as an experimental intervention and their side effects should be in the cf.  ,marketed or available interventions including scans that are being used for a new indication should be treated as an experimental intervention and their side effects should be in the cf
2) the list that links the unique code to your name will be kept separate from your sample and health information.,the list that links the unique code to your name will be kept separate from your sample and health information
the sponsor or regulatory agencies may stop this study at anytime without your consent.,the sponsor or regulatory agencies may stop this study at anytime without your consent
statement of patient or patient's representative.,statement of patient or patient s representative
"statement that no additional tests will be performed on this sample, without specific,  signed authorization by the patient/legal representative, and that after 60 days, unless  consent is given, the sample will be destroyed.  ",statement that no additional tests will be performed on this sample without specific signed authorization by the patient legal representative and that after days unless consent is given the sample will be destroyed
otherwise delete.],otherwise delete
have you ever had a serious reaction after receiving a vaccination?,have you ever had a serious reaction after receiving a vaccination
"health problems that you may have, or medication that you may be taking, could have an important interrelationship with the dentistry you will receive.",health problems that you may have or medication that you may be taking could have an important interrelationship with the dentistry you will receive
(patient must initial if refusing blood and blood products.)  ,patient must initial if refusing blood and blood products
"you do not have to answer any question or take part in the discussion/interview/survey if you don't wish to do so, and that is also fine.",you do not have to answer any question or take part in the discussion interview survey if you don t wish to do so and that is also fine
this  prevents individual clinician bias in testing decisions and improves diagnostic success  rate.    ,this prevents individual clinician bias in testing decisions and improves diagnostic success rate
(pi name) will conduct the study and it is funded by (sponsor name).  ,pi name will conduct the study and it is funded by sponsor name
"when any of the following things apply, the study doctor must also tell you about:  ",when any of the following things apply the study doctor must also tell you about
"while directed and community transfusions have more risk, the medical community is trying to make them safer than they have ever been before.",while directed and community transfusions have more risk the medical community is trying to make them safer than they have ever been before
i am responsible for notifying the facility if i don't want part of my medical record to be shared with my insurance company.,i am responsible for notifying the facility if i don t want part of my medical record to be shared with my insurance company
tpn is a special liquid nutrition    that goes directly into the veins.     ,tpn is a special liquid nutrition that goes directly into the veins
do you have a neurological disorder such as seizures or other disorders that affect the brain or have had a disorder that resulted from a vaccine (e.g. guillain-barre syndrome)?,do you have a neurological disorder such as seizures or other disorders that affect the brain or have had a disorder that resulted from a vaccine e g guillain barre syndrome
"if such an adverse event occurs, we may need to review your entire medical record.    ",if such an adverse event occurs we may need to review your entire medical record
"we do not  generate updated reports for the test, unless we are requested to do so by the patient.",we do not generate updated reports for the test unless we are requested to do so by the patient
witness signature: date:     hfwbh-59-0283mr-1111 mom chart- #8 consent forms  ,witness signature date hfwbh mr mom chart consent forms
"if you withdraw from the study, no new data about you will be collected for study purposes other than data needed to keep track of your withdrawal.   ",if you withdraw from the study no new data about you will be collected for study purposes other than data needed to keep track of your withdrawal
what are the risks?,what are the risks
this will not affect the relationship you or your child have with the investigator or staff nor standard of care your child will receive.  ,this will not affect the relationship you or your child have with the investigator or staff nor standard of care your child will receive
"for example, return electronic diary, or return equipment or videotapes.]  ",for example return electronic diary or return equipment or videotapes
i have read this consent form or had it read to me.,i have read this consent form or had it read to me
"the understanding should perhaps be better tested through targeted questions during the reading of the information sheet (some examples of questions are given above), or through the questions being asked at the end of the reading of the information sheet, if the potential participant is reading the information sheet him/herself.    ",the understanding should perhaps be better tested through targeted questions during the reading of the information sheet some examples of questions are given above or through the questions being asked at the end of the reading of the information sheet if the potential participant is reading the information sheet him herself
authorization.,authorization
this research is being funded by [insert name of sponsor].,this research is being funded by insert name of sponsor
(send copy of any exceptions to department of pathology.,send copy of any exceptions to department of pathology
"(x-rays, ct, mri, ultrasound, nuclear medicine)?  ",x rays ct mri ultrasound nuclear medicine
the verification of benefits is not always a guarantee of payment; it is only a quote given by your insurance company.,the verification of benefits is not always a guarantee of payment it is only a quote given by your insurance company
are you aware of any growths or swelling in your mouth?,are you aware of any growths or swelling in your mouth
the vaccine is also recommended for girls and women 13-26 years of age who did not receive it when they were younger.,the vaccine is also recommended for girls and women years of age who did not receive it when they were younger
financial aspects of the treatment plan will also be explained to me and i understand that i will be responsible for timely payment for services rendered.  ,financial aspects of the treatment plan will also be explained to me and i understand that i will be responsible for timely payment for services rendered
the risks of procedures may be presented in a table form.],the risks of procedures may be presented in a table form
"___"", indicates that the local investigator should provide the appropriate information before submitting to the irb.  ",indicates that the local investigator should provide the appropriate information before submitting to the irb
and why some people get it.,and why some people get it
"occasional, some may be serious in 100 people receiving folfox, from 4 to 20 may have: * heart attack * chest pain * abnormal heartbeat which may cause fainting * hearing loss * swelling and redness of the eye * dry eye, mouth, skin",occasional some may be serious in people receiving folfox from to may have heart attack chest pain abnormal heartbeat which may cause fainting hearing loss swelling and redness of the eye dry eye mouth skin
"by my signature below, i certify the following to be true: a. i have read and fully understand the information in this consent form.",by my signature below i certify the following to be true a i have read and fully understand the information in this consent form
the test is being performed primarily to detect one (or more than one) genetic cause for your condition.,the test is being performed primarily to detect one or more than one genetic cause for your condition
"if you have any questions, please ask the doctor before initialling the established risks of elective induction of labor are: an increased risk of the need for cesarean birth (surgical abdominal birth).",if you have any questions please ask the doctor before initialling the established risks of elective induction of labor are an increased risk of the need for cesarean birth surgical abdominal birth
"after you finish (insert description of intervention), your doctor will continue to watch you for side effects and follow your condition for (insert study follow-up length).  ",after you finish insert description of intervention your doctor will continue to watch you for side effects and follow your condition for insert study follow up length
"cesarean section-removal of the fetus, under anesthesia, by means of an incision into the uterus in circumstances where vaginal delivery is not possible.",cesarean section removal of the fetus under anesthesia by means of an incision into the uterus in circumstances where vaginal delivery is not possible
you may refuse to submit your specimen for use in this way and may withdraw your consent at any time by contacting the laboratory medical director.,you may refuse to submit your specimen for use in this way and may withdraw your consent at any time by contacting the laboratory medical director
omit if there are no adverse consequences associated with withdrawal.]  ,omit if there are no adverse consequences associated with withdrawal
what should i know about being in a research study?,what should i know about being in a research study
i consent to the administration of x-rays as my practitioner deems appropriate.,i consent to the administration of x rays as my practitioner deems appropriate
"0 patient transferred to another facility, unable to sign due to emergency transfer.",patient transferred to another facility unable to sign due to emergency transfer
patient sign here unless 8 :,patient sign here unless
"if yes, check one of the following:    readily identified with the source individual's identifiers    de-identified and coded: specify under what circumstances the code will or could be revealed:          de-identified and not coded     ",if yes check one of the following readily identified with the source individual s identifiers de identified and coded specify under what circumstances the code will or could be revealed de identified and not coded
"we might use your relatives’ samples to help us diagnose your condition, but we will not report results for  these individuals.",we might use your relatives samples to help us diagnose your condition but we will not report results for these individuals
"if you withdraw from the study, no new data about you will be collected for study purposes unless the data concern an adverse event (a bad effect) related to the study.  ",if you withdraw from the study no new data about you will be collected for study purposes unless the data concern an adverse event a bad effect related to the study
"(c) that this consent applies to all transfusions i may receive related to the procedure. for blood transfusions, i have decided: (a) i consent to receive blood and / or blood products.  ",c that this consent applies to all transfusions i may receive related to the procedure for blood transfusions i have decided a i consent to receive blood and or blood products
it is long only because it contains guidance and explanations which are for you and which you will not include in the informed consent  forms that you develop and provide to participants in your research.   ,it is long only because it contains guidance and explanations which are for you and which you will not include in the informed consent forms that you develop and provide to participants in your research
i understand the risk and benefits of the medication.  ,i understand the risk and benefits of the medication
either of these different approaches could shrink your cancer but could also cause side effects.,either of these different approaches could shrink your cancer but could also cause side effects
"•      female being a part of this study while pregnant may expose the unborn child to significant risks, some of which may be currently unforeseeable.  ",female being a part of this study while pregnant may expose the unborn child to significant risks some of which may be currently unforeseeable
"* group 1 will get the usual chemotherapy (insert names of drugs, e.g., carboplatin and docetaxel) and the usual radiation dose (insert dose, e.g., 60 gray).",group will get the usual chemotherapy insert names of drugs e g carboplatin and docetaxel and the usual radiation dose insert dose e g gray
   university of pennsylvania health system department of radiology division of vascular and interventional radiology  consent for diagnostic and/ or therapeutic paraeentesis  introduction:  ,university of pennsylvania health system department of radiology division of vascular and interventional radiology consent for diagnostic and or therapeutic paraeentesis introduction
"the may use or retransfer these items to any entity for any lawful purpose, including education and retrospective research on anonymous specimens.",the may use or retransfer these items to any entity for any lawful purpose including education and retrospective research on anonymous specimens
"i agree to undergo the procedure to be performed by an authorized member of the division of vascular and interventional radiology and his/her associates, assistants, and appropriate hospital personnel, and accept the risks.",i agree to undergo the procedure to be performed by an authorized member of the division of vascular and interventional radiology and his her associates assistants and appropriate hospital personnel and accept the risks
costs for participating.  ,costs for participating
you do not waive any liability rights for personal injury by signing this form.,you do not waive any liability rights for personal injury by signing this form
[include for a clinical trial.,include for a clinical trial
participants should have an opportunity to review their remarks in individual interviews and erase part or all of the recording or note.   ,participants should have an opportunity to review their remarks in individual interviews and erase part or all of the recording or note
regular office visits and standard treatment will be billed to you or your health insurance.,regular office visits and standard treatment will be billed to you or your health insurance
the procedure(s) listed in #2 above (please initial) including any tissue implants (please initial) exceptions (to be completed by provider only) initial the appropriate box: i consent to a pregnancy testing (if appropriate).,the procedure s listed in above please initial including any tissue implants please initial exceptions to be completed by provider only initial the appropriate box i consent to a pregnancy testing if appropriate
initials b. scaling and root planning • post-operative discomfort and swelling that may temporarily persist.,initials b scaling and root planning post operative discomfort and swelling that may temporarily persist
not part of permanent record.,not part of permanent record
"what is the usual approach to my (insert type of cancer, precancerous condition, early detection, prevention of cancer, diagnosis, other)?",what is the usual approach to my insert type of cancer precancerous condition early detection prevention of cancer diagnosis other
4. for the official title:,for the official title
"if this occurs, you will be notified and your study doctor will discuss other options with you.  ",if this occurs you will be notified and your study doctor will discuss other options with you
there is also a risk that you could have side effects from the study drug(s)/study approach.  ,there is also a risk that you could have side effects from the study drug s study approach
at (insert pi’s number here with area code) during regular business hours and at (insert pi’s 24-hour number here with area code) after hours and on weekends and holidays.  ,at insert pi s number here with area code during regular business hours and at insert pi s hour number here with area code after hours and on weekends and holidays
we ask our patients to call us 2 business days before your scheduled appointment to reschedule if you're not able to honor your appointment.,we ask our patients to call us business days before your scheduled appointment to reschedule if you re not able to honor your appointment
(insert name of drug(s)or investigational approach) could shrink your cancer,insert name of drug s or investigational approach could shrink your cancer
a researcher or the person going over the informed consent must sign each consent.,a researcher or the person going over the informed consent must sign each consent
"text examples for chemoprevention/ supportive care studies:  text example: chemoprevention studies you are being asked to take part in this study because you are at increased risk for (insert type of cancer, e.g., lung) cancer.",text examples for chemoprevention supportive care studies text example chemoprevention studies you are being asked to take part in this study because you are at increased risk for insert type of cancer e g lung cancer
each form will take about (insert number) minutes to complete.,each form will take about insert number minutes to complete
"people wonder why they have been chosen and may be fearful, confused or concerned.  ",people wonder why they have been chosen and may be fearful confused or concerned
please circle [ yes or no ] as to whether you wish your family members to be told the test results.,please circle yes or no as to whether you wish your family members to be told the test results
"this proposal has been reviewed and approved by [name of the local irb], which is a committee whose task it is to make sure that research participants are protected from harm.",this proposal has been reviewed and approved by name of the local irb which is a committee whose task it is to make sure that research participants are protected from harm
"you do not have to give us any reason for not responding to any question, or for refusing to take part in the interview"" or if for example, the discussion is on opinions on government policies and community beliefs, and in general no personal information is sought, then the text under risks could read something like ""there is a risk that you may share some personal or confidential information by chance, or that you may feel uncomfortable talking about some of the topics.",you do not have to give us any reason for not responding to any question or for refusing to take part in the interview or if for example the discussion is on opinions on government policies and community beliefs and in general no personal information is sought then the text under risks could read something like there is a risk that you may share some personal or confidential information by chance or that you may feel uncomfortable talking about some of the topics
"6/27/2011, 2/2/2012, 4/3/2012, 4/10/2012, 7/10/2013, 10/22/2013  this consent form template contains examples of hipaa language.  ",this consent form template contains examples of hipaa language
__soreness in injection site or along the vein may develop l.,soreness in injection site or along the vein may develop l
"most hpv infections don’t cause any symptoms, and go away on their own.",most hpv infections don t cause any symptoms and go away on their own
"i am aware that complications from all forms of anesthesia and moderate sedation are rare, but may occur.",i am aware that complications from all forms of anesthesia and moderate sedation are rare but may occur
example:  all costs associated with this drug/device will be billed to you or your child’s insurance company in the ordinary manner.  ,example all costs associated with this drug device will be billed to you or your child s insurance company in the ordinary manner
induction 0f labor-use of techniques and/or medicines that cause the cervix to thin (efface) and dilate and stimulate labor when delivery of the fetus is indicated for medical and/or obstetrical reasons.,induction f labor use of techniques and or medicines that cause the cervix to thin efface and dilate and stimulate labor when delivery of the fetus is indicated for medical and or obstetrical reasons
no one knows for sure whether exposure to low amounts of radiation is harmful for your body.,no one knows for sure whether exposure to low amounts of radiation is harmful for your body
- i acknowledge receipt of rite aid’s notice of privacy practices for protected health information.,i acknowledge receipt of rite aid s notice of privacy practices for protected health information
"[for research that is not fda-regulated, describe what will happen to data collected to the point of withdrawal.",for research that is not fda regulated describe what will happen to data collected to the point of withdrawal
"itching, burning, or tingling of the lip and tongue may also occur.",itching burning or tingling of the lip and tongue may also occur
you can decline to answer any questions and are free to stop taking part in the project at any time.  ,you can decline to answer any questions and are free to stop taking part in the project at any time
3) there is a risk that someone could trace the information in a central database back to you.,there is a risk that someone could trace the information in a central database back to you
"consent for blood transfusion: dyes dnot expected to be needed, but may be required and given in an emergency d refused.",consent for blood transfusion dyes dnot expected to be needed but may be required and given in an emergency d refused
"3. provide a list of research-related exams, tests, and procedures that are not part of the usual approach or that will be done more frequently than usual.",provide a list of research related exams tests and procedures that are not part of the usual approach or that will be done more frequently than usual
"i have read, understand, and give my consent to be treated by a student while in the dental clinic of the community health center, inc.",i have read understand and give my consent to be treated by a student while in the dental clinic of the community health center inc
section length limit: this section should be between five and eight sentences and take up no more than three-eighths page.,section length limit this section should be between five and eight sentences and take up no more than three eighths page
"provider  s'.9� -��,.'!-",provider s
"date  parental permission form    parental permission document   		 		document template revision date: september 24, 2015  ",date parental permission form parental permission document document template revision date september
"however, possible benefits to others include _",however possible benefits to others include
• certificate of consent (for signatures if you choose to participate)                 you will be given a copy of the full informed consent form   part i: information sheet   introduction  briefly state who you are and that you are inviting them to participate in research which you are doing.,certificate of consent for signatures if you choose to participate you will be given a copy of the full informed consent form part i information sheet introduction briefly state who you are and that you are inviting them to participate in research which you are doing
additional procedure(s) or treatment(s) may be needed if the doctor finds something unexpected or the procedure(s)/treatment(s),additional procedure s or treatment s may be needed if the doctor finds something unexpected or the procedure s treatment s
intravenous medications may also be given to you to make you more comfortable and relaxed.,intravenous medications may also be given to you to make you more comfortable and relaxed
person responsible for research:  ,person responsible for research
"if you are a woman of childbearing potential, a blood pregnancy test will be done (using 1 teaspoon of blood drawn from a vein by needle-stick), and it must be negative before you can continue in this study.  ",if you are a woman of childbearing potential a blood pregnancy test will be done using teaspoon of blood drawn from a vein by needle stick and it must be negative before you can continue in this study
the examples below are suggestions and may be used as applicable.    ,the examples below are suggestions and may be used as applicable
parent/legal guardian details relationship to student listed on this form  parent  legal guardian  surname given names phone (business hours)  mobile  email  ,parent legal guardian details relationship to student listed on this form parent legal guardian surname given names phone business hours mobile email
"medically acceptable contraceptives include: (1) surgical sterilization (such as a vasectomy), or (2) a condom used with a spermicide.  ",medically acceptable contraceptives include surgical sterilization such as a vasectomy or a condom used with a spermicide
"if yes, where and how long have they existed?",if yes where and how long have they existed
* the goal of research is to learn new things in order to help groups of people in the future.,the goal of research is to learn new things in order to help groups of people in the future
you may be asked by the study team for your permission for an auditor to observe the consent meeting (or a recording of the consent meeting).,you may be asked by the study team for your permission for an auditor to observe the consent meeting or a recording of the consent meeting
doctors and researchers are committed to your child's care and safety.,doctors and researchers are committed to your child s care and safety
"in some cases, insurance will not pay for services ordinarily covered because these services were performed in a research study.",in some cases insurance will not pay for services ordinarily covered because these services were performed in a research study
we will not be sharing information about you to anyone outside of the research team.,we will not be sharing information about you to anyone outside of the research team
(ii) the possibility of other risks that are not known;  ,ii the possibility of other risks that are not known
this section must be written in the first person.,this section must be written in the first person
"i donate and authorize the to own, use, retain, preserve, manipulate, analyze, or dispose of any excess tissues, specimens, or parts of organs that are removed from my body during the procedures described above and are not necessary for my diagnosis or treatment.",i donate and authorize the to own use retain preserve manipulate analyze or dispose of any excess tissues specimens or parts of organs that are removed from my body during the procedures described above and are not necessary for my diagnosis or treatment
i have been given the opportunity to discuss the risks and benefits of vaccination with my doctor or by telephoning the gold coast immunisation team on 1800 940 750 or 13 health (13 43 25 84).,i have been given the opportunity to discuss the risks and benefits of vaccination with my doctor or by telephoning the gold coast immunisation team on or health
"text examples for chemoprevention/supportive care/other studies:  text example: phase 1 dose escalation chemoprevention studies the purpose of this study is to test the safety of (insert name of drug or agent) at different doses to find out what effects, if any, it has on people.",text examples for chemoprevention supportive care other studies text example phase dose escalation chemoprevention studies the purpose of this study is to test the safety of insert name of drug or agent at different doses to find out what effects if any it has on people
"when dna testing detects the most common disease-causing changes in a gene, the  test result is highly accurate.  ",when dna testing detects the most common disease causing changes in a gene the test result is highly accurate
b) there is a difference between interventions that are part of standard care vs. a new indication of an already marketed intervention when research is being done.,b there is a difference between interventions that are part of standard care vs a new indication of an already marketed intervention when research is being done
any research information in your medical record will also be kept indefinitely.  ,any research information in your medical record will also be kept indefinitely
"the investigators might retain the identified samples, e.g., as part of your routine clinical care, but not for additional research.   ",the investigators might retain the identified samples e g as part of your routine clinical care but not for additional research
"you are free to decline to answer any questions you don't wish to, or to stop the interview at any time.""]  ",you are free to decline to answer any questions you don t wish to or to stop the interview at any time
"(4) if the study involves an investigational drug and/or device, state this and specify that investigational means that the drug or device is not approved by the fda or not approved for the indication under investigation.]",if the study involves an investigational drug and or device state this and specify that investigational means that the drug or device is not approved by the fda or not approved for the indication under investigation
- i acknowledge that my vaccination record may be shared with federal or state or city agencies for registry reporting.,i acknowledge that my vaccination record may be shared with federal or state or city agencies for registry reporting
